system:index,VV,elevation,flood,month,slope,year,.geo
1_1_1_1_1_1_1_1_1_1_2_1247,-10.423667751018176,2,0,2,1.8834807872772217,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1248,-6.682170521389402,4,0,2,2.6413509845733643,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1249,-13.321420032184337,0,0,2,2.644186496734619,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1250,-13.501053408276029,1,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1251,-11.64032111120357,2,0,2,3.8685317039489746,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1252,-7.094183495514483,3,0,2,2.0997142791748047,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1253,-8.575798515740102,6,0,2,8.608043670654297,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1254,-7.418662208761262,1,0,2,1.322758674621582,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1255,-14.494771389631268,1,0,2,1.8805075883865356,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1256,-4.709889345647702,6,0,2,0.943321704864502,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1257,-13.228238483431985,-2,0,2,2.640331268310547,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1258,-16.697619574087536,3,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1259,-11.80056829942833,4,0,2,1.3199950456619263,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1260,-8.504041835252737,-4,0,2,1.3203264474868774,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1261,-10.614872945759489,4,0,2,1.3203307390213013,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1262,-8.181528590392924,3,0,2,2.0786845684051514,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1263,-12.139546283153104,2,0,2,1.8543341159820557,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1264,-12.319099555412398,3,0,2,1.3206427097320557,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1265,-7.961730980110038,1,0,2,2.8290908336639404,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1266,-9.206133373748985,0,0,2,3.3787145614624023,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1267,-14.150923012968924,2,0,2,1.3226702213287354,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1268,-8.060702238845906,1,0,2,3.765491247177124,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1269,-12.137295863781427,3,0,2,2.080134391784668,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1270,-8.58644775418439,2,0,2,1.3207159042358398,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1271,-13.05076058571346,2,0,2,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1272,-7.513606229736124,4,0,2,2.6429171562194824,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1273,-10.678255347522857,2,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1274,-13.02769345790812,-1,0,2,4.1874237060546875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1275,-9.226173261258863,0,0,2,1.3207257986068726,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1276,-10.377499293200094,3,0,2,2.972705125808716,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1277,-13.498371313073415,2,0,2,2.8151276111602783,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1278,-6.372310762474673,1,0,2,2.9342846870422363,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1279,-10.762783940449536,3,0,2,2.0929033756256104,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1280,-12.21290685669066,4,0,2,8.494941711425781,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1281,-10.137694903872289,4,0,2,2.9353625774383545,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1282,-6.48351425711697,4,0,2,1.8543341159820557,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1283,-4.906855960997199,5,0,2,3.8221559524536133,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1284,-9.564130762897925,5,0,2,3.8609087467193604,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1285,-6.015331904708558,2,0,2,2.935422420501709,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1286,-12.94821145444857,-1,0,2,7.5371246337890625,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1287,-9.644590266298804,6,0,2,1.8543341159820557,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1288,-15.173484364160458,2,0,2,1.8543341159820557,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1289,-9.214200998480193,2,0,2,1.322819471359253,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1290,-10.341316981676123,2,0,2,7.247153282165527,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1291,-6.8220133593283165,2,0,2,0.9413678646087646,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1292,-10.5500766318324,6,0,2,1.8543341159820557,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1293,-7.958761142177725,5,0,2,2.08003306388855,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1294,-11.944846318919682,5,0,2,2.0799083709716797,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1295,-6.432230557468014,0,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1296,-9.002804305547752,68,0,2,5.973621845245361,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1297,-6.146472687292245,0,0,2,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1298,-8.997570406724671,3,0,2,0.9426038265228271,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1299,-7.830689706968079,2,0,2,1.3230692148208618,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1300,-15.679846307199089,4,0,2,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1301,-9.230311520299454,2,0,2,1.319306492805481,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1302,-15.661017674265425,-1,0,2,3.704791784286499,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1303,-19.60728213045865,2,1,2,1.8844822645187378,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1304,-11.184965912027153,0,0,2,1.3192129135131836,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1305,-8.935865651011547,1,0,2,9.37723159790039,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1306,-12.393754591922217,2,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1307,-11.680491913908538,-3,0,2,4.788999080657959,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1308,-12.007417754612282,1,0,2,4.182980537414551,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1309,-9.088805185720721,4,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1310,-9.213947452820511,5,0,2,2.6372835636138916,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1311,-10.872445838678766,6,0,2,5.053013324737549,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1312,-11.111315823666699,7,0,2,2.0987231731414795,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1313,-10.298895297014159,2,0,2,2.93416166305542,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1314,-9.873695140723116,2,0,2,4.189713478088379,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1315,-9.937028898475125,4,0,2,3.3799009323120117,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1316,-10.347496304119405,4,0,2,3.357476234436035,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1317,-8.542035646241718,-1,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1318,-12.130627770553366,-1,0,2,5.923797607421875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1319,-7.294633465688203,2,0,2,2.9352002143859863,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1320,-11.457347036063283,1,0,2,1.321221113204956,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1321,-7.921885586468591,3,0,2,6.728076934814453,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1322,-6.111828398713822,4,0,2,5.940046787261963,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1323,-6.920668601946445,5,0,2,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1324,-6.684744037854257,0,0,2,2.975332498550415,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1325,-8.565913193292644,4,0,2,4.655738353729248,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1326,-11.04971792334327,0,0,2,1.8812037706375122,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1327,-10.06577139120476,5,0,2,2.096583127975464,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1328,-10.359134439227493,0,0,2,1.319846272468567,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1329,-9.106485614284123,0,0,2,0.9439968466758728,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1330,-14.839070956240127,3,0,2,1.8543341159820557,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1331,-12.229141339322522,1,0,2,2.8273916244506836,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1332,-4.869962765730454,5,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1333,-7.666003794248829,2,0,2,1.3207581043243408,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1334,-14.245121690554527,0,0,2,2.0793533325195312,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1335,-10.138467771179625,3,0,2,2.96173095703125,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1336,-8.242786201235193,2,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1337,-11.482341250448037,6,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1338,-7.285851828777415,77,0,2,9.339876174926758,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1339,-12.908078338092215,1,0,2,2.1022188663482666,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1340,-9.539466984615002,2,0,2,2.10003662109375,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1341,-12.426450241511743,3,0,2,5.625931262969971,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1342,-7.065869162492621,2,0,2,2.0795435905456543,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1343,-9.478465523068268,3,0,2,3.8700060844421387,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1344,-12.875471369096323,2,0,2,0.9438320994377136,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1345,-12.047246823647503,0,0,2,1.8543341159820557,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1346,-10.381082201920412,2,0,2,2.9342517852783203,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1347,-9.61362224796444,0,0,2,1.8848023414611816,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1348,-6.383185064898627,3,0,2,0.940405011177063,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1349,-12.415341222816403,3,0,2,2.0958499908447266,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1350,-17.43635843430207,6,1,2,2.935117721557617,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1351,-6.786503810767692,4,0,2,0.9411194920539856,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1352,-9.550957732803234,7,0,2,4.153224945068359,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1353,-14.363058683134682,1,0,2,3.3556535243988037,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1354,-8.498584726261672,3,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1355,-6.709545916996313,0,0,2,4.191728591918945,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1356,-12.122980802498157,1,0,2,1.3196367025375366,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1357,-15.816763345425448,1,0,2,4.1861090660095215,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1358,-14.942460121278396,5,0,2,1.3203206062316895,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1359,-8.551309129670942,6,0,2,2.97532057762146,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1360,-7.157967223298656,0,0,2,3.8701531887054443,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1361,-12.219150677898744,3,0,2,2.7802884578704834,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1362,-7.651299350783532,6,0,2,1.8822102546691895,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1363,-14.02100874966797,4,0,2,2.1031126976013184,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1364,-7.160771873364777,1,0,2,4.153110980987549,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1365,-11.126105597875997,1,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1366,-23.225764143871615,1,1,2,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1367,-11.400017601104203,-4,0,2,1.32041335105896,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1368,-8.658604952639287,3,0,2,2.0800373554229736,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1369,-16.550122578679947,2,0,2,2.096595525741577,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1370,-13.071473437646196,2,0,2,1.8891087770462036,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1371,-12.807559212646117,6,0,2,5.414638042449951,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1372,-12.766139591667931,3,0,2,1.3221094608306885,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1373,-11.000753071421371,-1,0,2,2.0787360668182373,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1374,-19.049723203060125,0,1,2,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1375,-5.946774124458327,-1,0,2,4.152536392211914,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1376,-6.9540624837503096,6,0,2,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1377,-11.630774780424497,14,0,2,3.9550557136535645,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1378,-6.192854061176762,4,0,2,1.8835914134979248,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1379,-9.788097260374881,-1,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1380,-8.391337783882612,-2,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1381,-13.369871481869254,0,0,2,0.9436699151992798,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1382,-9.990776875181558,0,0,2,4.193730354309082,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1383,-10.849447728906874,-1,0,2,3.3786308765411377,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1384,-10.894331353842587,2,0,2,3.8217933177948,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1385,-5.538557717552185,-2,0,2,1.878787636756897,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1386,-6.4490267109568,4,0,2,1.8543341159820557,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1387,-8.406283579774806,3,0,2,0.9425955414772034,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1388,-16.33366834914433,2,0,2,2.102663993835449,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1389,-12.261132273003538,-1,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1390,-8.813199302237246,0,0,2,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1391,-10.60586108015499,5,0,2,1.3205054998397827,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1392,-10.041056910100387,2,0,2,5.720449447631836,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1393,-9.176848792494997,-1,0,2,2.078059434890747,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1394,-8.75159055412053,-1,0,2,2.0794341564178467,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1395,-17.136518699805293,4,1,2,3.356708526611328,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1396,-8.598987263829864,3,0,2,2.1000382900238037,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1397,-8.06619126109591,6,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1398,-19.192406510318545,0,1,2,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1399,-14.023365820593938,-2,0,2,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1400,-8.599395521055675,7,0,2,1.3208972215652466,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1401,-7.4543061478126935,7,0,2,5.625856399536133,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1402,-12.619389712314522,-1,0,2,3.822042226791382,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1403,-15.074091132000243,3,0,2,5.9596662521362305,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1404,-9.823550228610905,6,0,2,2.9346237182617188,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1405,-10.864572464849681,-1,0,2,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1406,-16.902296828959123,2,0,2,5.640928745269775,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1407,-11.141299757945765,3,0,2,0.9410762190818787,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1408,-15.939062094673202,2,0,2,3.3537068367004395,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1409,-11.445911855178386,0,0,2,2.0800118446350098,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1410,-9.659827353957242,7,0,2,1.3231377601623535,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1411,-10.593851083437498,-5,0,2,3.3770875930786133,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1412,-11.425489972236846,1,0,2,1.3220806121826172,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1413,-6.653685607243841,1,0,2,1.8543341159820557,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1414,-12.969231009109519,1,0,2,0.9408211708068848,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1415,-16.163531844877628,1,0,2,0.9274099469184875,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1416,-7.564873214701339,5,0,2,1.8543341159820557,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1417,-6.53585497047128,3,0,2,2.9342329502105713,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1418,-9.6138389597173,-2,0,2,2.6427407264709473,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1419,-14.890264548145554,4,0,2,1.8844856023788452,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1420,-9.10570566973988,5,0,2,3.383301258087158,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1421,-6.058890435238982,2,0,2,2.9341421127319336,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1422,-17.57909852276639,2,1,2,2.0796895027160645,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1423,-7.065427478081115,4,0,2,1.3202773332595825,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
